# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		543		4720		58
1		536		9439		67
2		527		14159		70
3		533		18878		77
4		524		23598		76
5		530		28318		81
6		527		33038		79
7		532		37756		81
8		529		42476		78
9		524		47196		83
10		535		51916		90
11		529		56635		84
12		520		61355		83
13		516		66075		85
14		528		70794		84
15		512		75513		85
16		516		80232		93
17		503		84952		88
18		504		89672		90
19		505		94389		90
20		513		99109		96
21		510		103829		98
22		491		108549		92
23		493		113269		92
24		494		117989		93
25		494		122708		91
26		499		127427		91
27		505		132147		97
28		499		136866		100
29		506		141584		100
30		510		146304		96
31		503		151024		99
32		493		155743		93
33		504		160462		91
34		502		165182		94
35		501		169900		98
36		502		174620		100
37		504		179340		102
38		511		184058		103
39		508		188777		101
40		499		193497		94
41		501		198217		94
42		501		202937		95
43		497		207657		95
44		506		212376		101
45		502		217096		102
46		498		221815		99
47		497		226534		97
48		494		231253		97
49		500		235973		94
50		495		240692		94
51		499		245411		99
52		500		250131		99
53		500		254850		102
54		509		259570		106
55		496		264289		103
56		498		269009		107
57		490		273728		107
58		494		278448		100
59		501		283168		106
60		500		287887		103
61		500		292607		103
62		502		297327		104
63		500		302046		107
64		494		306765		101
65		498		311484		99
66		497		316204		105
67		498		320922		107
68		496		325640		107
69		492		330360		105
70		495		335080		105
71		498		339799		107
72		497		344518		104
73		499		349236		101
74		494		353954		103
75		493		358674		101
76		489		363393		100
77		488		368113		103
78		487		372832		103
79		489		377552		105
80		486		382272		107
81		483		386991		105
82		483		391711		106
83		485		396431		104
84		484		401151		110
85		480		405869		104
86		481		410589		107
87		475		415308		104
88		476		420027		100
89		482		424746		105
90		474		429465		105
91		477		434184		105
92		478		438903		101
93		476		443622		108
94		476		448342		108
95		477		453062		104
96		478		457782		106
97		479		462502		100
98		480		467222		104
99		476		471941		102
100		479		476661		104
101		467		481381		101
102		469		486099		103
103		461		490818		101
104		472		495538		103
105		465		500257		101
106		472		504976		106
107		468		509696		103
108		465		514415		103
109		469		519135		106
110		469		523854		100
111		471		528574		104
112		467		533294		99
113		469		538012		101
114		463		542731		99
115		463		547451		98
116		466		552171		95
117		461		556891		95
118		465		561610		98
119		463		566329		98
120		457		571048		95
121		460		575768		98
122		463		580486		104
123		459		585203		98
124		461		589923		97
125		460		594642		99
126		465		599362		94
127		462		604082		101
128		459		608802		98
129		461		613522		99
130		462		618242		99
131		466		622962		104
132		465		627682		102
133		469		632400		103
134		460		637118		105
135		456		641837		97
136		453		646557		97
137		453		651275		96
138		457		655994		98
139		457		660714		104
140		460		665433		105
141		455		670151		101
142		458		674871		102
143		460		679590		102
144		464		684310		99
145		462		689029		102
146		462		693749		107
147		462		698469		109
148		460		703188		106
149		464		707908		108
150		468		712628		108
151		461		717348		108
152		467		722068		108
153		462		726787		112
154		463		731506		112
155		465		736226		113
156		463		740946		112
157		468		745664		112
158		459		750384		109
159		454		755104		109
160		454		759824		109
161		463		764544		111
162		462		769263		107
163		458		773983		105
164		453		778703		106
165		457		783421		108
166		453		788141		104
167		453		792861		104
168		449		797581		100
169		452		802301		105
170		451		807021		103
171		450		811741		103
172		454		816461		103
173		453		821180		101
174		458		825900		101
175		453		830620		103
176		458		835338		103
177		452		840058		103
178		452		844778		102
179		456		849498		106
180		453		854218		104
181		455		858938		107
182		456		863658		105
183		455		868377		107
184		455		873097		105
185		467		877817		106
186		466		882536		107
187		463		887256		107
188		458		891976		102
189		462		896696		105
190		455		901415		105
191		461		906133		109
192		457		910853		102
193		458		915572		104
194		456		920292		102
195		458		925012		102
196		456		929732		101
197		459		934452		100
198		458		939171		100
199		451		943891		97
200		457		948611		100
201		458		953331		105
202		458		958050		105
203		455		962770		101
204		453		967490		97
205		456		972210		99
206		452		976930		96
207		447		981650		98
208		448		986369		99
209		447		991089		100
210		453		995809		104
211		453		1000528		106
212		457		1005248		103
213		457		1009968		103
214		458		1014688		103
215		458		1019408		106
216		452		1024127		103
217		456		1028846		104
218		462		1033566		107
219		466		1038285		108
220		461		1043005		108
221		463		1047724		111
222		458		1052444		104
223		458		1057163		102
224		460		1061883		104
225		463		1066603		108
226		460		1071323		107
227		457		1076043		106
228		462		1080763		108
229		460		1085482		108
230		463		1090201		112
231		464		1094920		115
232		466		1099640		112
233		465		1104359		111
234		457		1109077		113
235		460		1113797		112
236		462		1118517		111
237		455		1123236		113
238		460		1127956		119
239		463		1132675		115
240		461		1137394		113
241		455		1142113		111
242		453		1146832		109
243		451		1151551		110
244		454		1156270		110
245		457		1160989		114
246		453		1165709		110
247		457		1170428		112
248		465		1175148		116
249		457		1179868		111
250		458		1184588		111
251		455		1189308		107
252		456		1194028		108
253		460		1198747		110
254		460		1203467		112
255		452		1208187		106
256		456		1212907		106
257		455		1217627		106
258		457		1222347		105
259		462		1227067		107
260		459		1231787		108
261		456		1236507		106
262		454		1241227		105
263		456		1245945		107
264		454		1250665		105
265		453		1255385		103
266		458		1260104		105
267		455		1264824		105
268		466		1269544		110
269		455		1274264		106
270		459		1278984		114
271		458		1283704		110
272		457		1288424		114
273		465		1293144		111
274		458		1297864		105
275		455		1302583		107
276		454		1307303		107
277		452		1312023		107
278		457		1316742		107
279		452		1321462		106
280		456		1326182		103
281		456		1330902		108
282		455		1335621		103
283		451		1340341		103
284		450		1345061		105
285		450		1349781		105
286		455		1354500		109
287		454		1359220		109
288		458		1363940		110
289		451		1368659		104
290		453		1373379		108
291		455		1378099		107
292		453		1382818		109
293		456		1387538		108
294		455		1392258		112
295		450		1396978		108
296		454		1401698		111
297		452		1406416		111
298		458		1411136		116
299		456		1415856		115
300		455		1420576		112
301		455		1425295		114
302		462		1430014		116
303		460		1434734		114
304		462		1439454		112
305		456		1444174		112
306		456		1448894		110
307		457		1453614		112
308		463		1458334		116
309		461		1463054		120
310		460		1467773		120
311		459		1472493		119
312		463		1477213		120
313		457		1481933		114
314		460		1486653		116
315		463		1491373		117
316		456		1496093		116
317		457		1500813		120
318		455		1505533		119
319		455		1510253		119
320		459		1514973		119
321		459		1519693		119
322		456		1524413		117
323		457		1529133		120
324		454		1533853		118
325		451		1538573		116
326		451		1543293		115
327		453		1548012		117
328		452		1552732		119
329		452		1557452		119
330		458		1562172		120
331		453		1566892		119
332		458		1571612		121
333		456		1576332		121
334		458		1581052		117
335		456		1585771		117
336		458		1590490		118
337		459		1595210		120
338		450		1599927		114
339		449		1604647		114
340		454		1609365		116
341		455		1614084		117
342		458		1618804		117
343		465		1623524		119
344		456		1628243		119
345		456		1632962		119
346		461		1637681		119
347		457		1642401		114
348		452		1647121		118
349		459		1651840		116
350		451		1656560		118
351		448		1661279		118
352		448		1665999		117
353		452		1670719		119
354		456		1675438		122
355		455		1680157		120
356		460		1684877		123
357		458		1689597		120
358		454		1694316		121
359		452		1699036		120
360		450		1703756		120
361		450		1708474		118
362		454		1713193		117
363		453		1717913		115
364		445		1722632		119
365		446		1727352		119
366		447		1732071		120
367		447		1736790		120
368		447		1741509		120
369		451		1746229		122
370		457		1750948		123
371		458		1755668		127
372		457		1760388		120
373		454		1765107		125
374		459		1769825		126
375		466		1774545		128
376		464		1779264		129
377		459		1783983		126
378		467		1788703		130
379		462		1793422		127
380		466		1798141		127
381		459		1802861		125
382		457		1807581		129
383		457		1812301		125
384		455		1817021		125
385		454		1821740		125
386		453		1826460		125
387		452		1831180		125
388		449		1835899		127
389		455		1840619		129
390		460		1845339		129
391		454		1850059		129
392		452		1854778		128
393		447		1859498		128
394		447		1864217		122
395		442		1868937		126
396		442		1873657		128
397		446		1878377		124
398		450		1883096		127
399		448		1887814		127
400		449		1892534		130
401		445		1897253		126
402		450		1901972		134
403		449		1906691		132
404		447		1911410		126
405		446		1916130		124
406		448		1920848		122
407		448		1925568		126
408		442		1930286		122
409		440		1935006		122
410		442		1939726		124
411		449		1944446		124
412		441		1949166		122
413		447		1953886		126
414		440		1958606		124
415		442		1963326		122
416		443		1968044		126
417		448		1972764		130
418		443		1977484		126
419		448		1982204		127
420		449		1986924		131
421		447		1991644		130
422		449		1996364		129
423		452		2001083		132
424		445		2005802		129
425		442		2010519		129
426		443		2015239		127
427		439		2019958		124
428		443		2024677		128
429		444		2029395		127
430		439		2034115		124
431		447		2038833		126
432		447		2043552		127
433		446		2048272		127
434		446		2052992		123
435		451		2057710		129
436		448		2062430		127
437		446		2067149		133
438		441		2071869		127
439		442		2076589		129
440		444		2081309		129
441		448		2086029		127
442		447		2090749		128
443		450		2095469		130
444		454		2100188		132
445		458		2104906		133
446		455		2109626		133
447		462		2114343		136
448		447		2119061		124
449		441		2123781		128
450		441		2128500		129
451		440		2133220		126
452		442		2137940		129
453		439		2142659		128
454		438		2147378		128
455		441		2152097		127
456		445		2156816		130
457		442		2161536		127
458		449		2166256		131
459		445		2170976		128
460		446		2175695		131
461		435		2180415		126
462		433		2185134		125
463		437		2189854		129
464		434		2194574		128
465		436		2199293		129
466		437		2204013		130
467		436		2208733		132
468		446		2213452		130
469		441		2218171		133
470		440		2222891		130
471		440		2227611		130
472		442		2232329		132
473		439		2237048		130
474		441		2241768		130
475		438		2246488		128
476		438		2251208		129
477		439		2255928		134
478		440		2260646		130
479		439		2265364		129
480		440		2270084		129
481		446		2274804		129
482		457		2279524		132
483		448		2284244		130
484		441		2288963		129
485		438		2293683		127
486		435		2298400		129
487		434		2303120		130
488		434		2307839		130
