# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4102		2393		1531
1		3819		4785		1571
2		3765		7176		1571
3		3706		9569		1612
4		3648		11963		1630
5		3606		14358		1619
6		3545		16753		1644
7		3544		19146		1621
8		3521		21540		1609
9		3481		23934		1637
10		3472		26326		1639
11		3441		28720		1616
12		3422		31113		1648
13		3392		33507		1641
14		3378		35899		1619
15		3367		38291		1653
16		3368		40685		1668
17		3336		43077		1625
18		3335		45471		1636
19		3327		47864		1655
20		3319		50256		1632
21		3287		52648		1651
22		3280		55041		1636
23		3253		57433		1660
24		3249		59826		1658
25		3235		62217		1680
26		3229		64608		1643
27		3212		67001		1653
28		3199		69393		1643
29		3194		71787		1628
30		3194		74181		1656
31		3181		76573		1659
32		3172		78966		1632
33		3160		81360		1643
34		3169		83752		1664
35		3148		86142		1634
36		3144		88536		1641
37		3141		90929		1650
38		3123		93318		1638
39		3134		95711		1642
40		3109		98105		1664
41		3095		100500		1624
42		3071		102893		1646
43		3059		105287		1654
44		3070		107682		1623
45		3073		110077		1635
46		3062		112468		1644
47		3035		114858		1631
48		3035		117252		1652
49		3028		119645		1671
50		3031		122035		1633
51		3039		124427		1670
52		3038		126820		1673
53		3033		129213		1626
54		3012		131606		1671
55		3011		133998		1663
56		2981		136391		1660
57		2989		138786		1668
58		2984		141180		1677
59		2981		143573		1668
60		2977		145965		1675
61		2975		148359		1694
62		2962		150751		1671
63		2975		153144		1674
64		2976		155537		1686
65		2963		157931		1679
66		2968		160322		1686
67		2954		162715		1695
68		2945		165109		1676
69		2951		167503		1692
70		2922		169897		1694
71		2934		172289		1668
72		2947		174682		1677
73		2932		177072		1691
74		2933		179467		1674
75		2928		181860		1689
76		2918		184253		1686
77		2920		186645		1665
78		2928		189037		1658
79		2941		191431		1680
80		2920		193824		1641
81		2909		196218		1678
82		2917		198613		1680
83		2903		201004		1653
84		2910		203397		1681
85		2900		205788		1678
86		2890		208180		1673
87		2890		210574		1683
88		2891		212964		1688
89		2885		215354		1673
90		2888		217748		1678
91		2881		220140		1672
92		2880		222533		1675
93		2879		224923		1687
94		2874		227318		1694
95		2880		229709		1660
96		2865		232099		1682
97		2865		234491		1683
98		2870		236886		1673
99		2874		239278		1679
100		2860		241672		1670
101		2872		244065		1669
102		2867		246456		1672
103		2860		248850		1669
104		2857		251244		1674
105		2856		253631		1674
106		2858		256023		1685
107		2848		258417		1671
108		2851		260808		1683
109		2841		263202		1687
110		2841		265593		1666
111		2836		267987		1687
112		2841		270378		1687
113		2825		272771		1670
114		2838		275166		1684
115		2841		277561		1696
116		2821		279953		1666
117		2827		282346		1675
118		2816		284736		1691
119		2815		287130		1666
120		2825		289519		1668
121		2818		291914		1675
122		2810		294306		1655
123		2810		296699		1668
124		2811		299092		1682
125		2821		301480		1655
126		2816		303870		1670
127		2812		306263		1678
128		2798		308655		1654
129		2799		311045		1673
130		2787		313438		1669
131		2791		315831		1664
132		2791		318223		1679
133		2791		320615		1672
134		2779		323006		1669
135		2800		325398		1662
136		2786		327793		1669
137		2782		330185		1656
138		2774		332579		1678
139		2779		334971		1685
140		2774		337363		1654
141		2774		339756		1670
142		2777		342148		1674
143		2770		344543		1659
144		2768		346937		1667
145		2771		349328		1670
146		2771		351722		1657
147		2779		354116		1659
148		2772		356509		1676
149		2758		358901		1656
150		2777		361294		1666
151		2766		363688		1671
152		2766		366082		1644
153		2774		368477		1656
154		2763		370870		1665
155		2755		373263		1658
156		2750		375656		1663
157		2757		378047		1678
158		2752		380442		1665
159		2754		382836		1662
160		2752		385228		1665
161		2759		387620		1653
162		2752		390015		1671
163		2751		392409		1672
164		2747		394799		1660
165		2741		397191		1673
166		2741		399585		1682
167		2738		401977		1655
168		2733		404368		1675
169		2723		406759		1671
170		2733		409153		1658
171		2735		411545		1676
172		2732		413938		1672
173		2736		416330		1661
174		2734		418723		1672
175		2744		421116		1670
176		2719		423511		1658
177		2722		425904		1659
178		2727		428296		1668
179		2726		430690		1656
180		2727		433084		1671
181		2734		435474		1673
182		2722		437868		1659
183		2730		440262		1667
184		2740		442655		1678
185		2729		445048		1658
186		2732		447439		1677
187		2716		449831		1675
188		2712		452222		1671
189		2721		454615		1669
190		2722		457006		1676
191		2705		459398		1662
192		2711		461789		1666
193		2709		464184		1668
194		2697		466579		1656
195		2706		468971		1668
196		2704		471364		1672
197		2709		473756		1656
198		2718		476149		1663
199		2712		478543		1673
200		2710		480936		1660
201		2697		483328		1672
202		2711		485722		1661
203		2709		488117		1652
204		2711		490508		1666
205		2723		492901		1669
206		2719		495293		1653
207		2717		497685		1660
208		2723		500075		1674
209		2704		502469		1658
210		2714		504862		1660
211		2696		507257		1672
212		2696		509651		1653
213		2708		512045		1675
214		2693		514438		1665
215		2704		516832		1649
216		2704		519226		1667
217		2695		521619		1668
218		2697		524014		1659
219		2690		526406		1664
220		2704		528800		1663
221		2700		531194		1655
222		2683		533584		1659
223		2687		535979		1677
224		2688		538371		1652
225		2687		540764		1670
226		2686		543159		1673
227		2680		545554		1658
228		2686		547947		1662
229		2690		550338		1670
230		2696		552731		1655
231		2693		555121		1670
232		2696		557513		1658
233		2704		559905		1661
234		2693		562299		1667
235		2697		564691		1670
236		2694		567085		1654
237		2694		569477		1656
238		2687		571868		1671
239		2690		574261		1663
240		2689		576654		1659
241		2692		579048		1669
242		2687		581443		1657
243		2689		583835		1672
244		2682		586230		1666
245		2698		588623		1661
246		2695		591016		1663
247		2685		593409		1671
248		2687		595802		1670
249		2686		598196		1677
250		2690		600590		1667
251		2686		602982		1662
252		2684		605375		1669
253		2693		607768		1680
254		2683		610159		1664
255		2683		612553		1662
256		2675		614946		1680
257		2678		617338		1672
258		2697		619730		1686
259		2676		622121		1677
260		2681		624513		1658
261		2674		626907		1684
262		2679		629301		1675
263		2682		631694		1667
264		2677		634086		1680
265		2677		636480		1677
266		2676		638871		1664
267		2674		641261		1676
268		2674		643655		1677
269		2658		646048		1669
270		2676		648442		1672
271		2668		650837		1680
272		2663		653228		1666
273		2666		655622		1686
274		2672		658017		1681
275		2675		660409		1670
276		2674		662802		1682
277		2672		665196		1675
278		2667		667587		1668
279		2672		669981		1680
280		2663		672375		1675
281		2668		674766		1676
282		2666		677157		1688
283		2676		679550		1678
284		2658		681941		1674
285		2661		684334		1680
286		2662		686727		1686
287		2662		689121		1670
288		2676		691514		1689
289		2668		693906		1681
290		2670		696299		1673
291		2664		698691		1685
292		2665		701085		1678
293		2670		703474		1671
294		2676		705866		1689
295		2678		708259		1684
296		2674		710653		1678
297		2681		713046		1685
298		2678		715439		1692
299		2671		717832		1670
300		2661		720224		1675
301		2670		722615		1690
302		2669		725005		1669
303		2670		727400		1686
304		2658		729793		1684
305		2658		732185		1669
306		2667		734577		1680
307		2654		736966		1677
308		2665		739360		1670
309		2662		741751		1680
310		2667		744143		1683
311		2658		746534		1680
312		2665		748928		1681
313		2665		751320		1680
314		2662		753712		1677
315		2670		756103		1681
316		2663		758495		1689
317		2655		760887		1669
318		2651		763279		1683
319		2649		765671		1675
320		2653		768063		1654
321		2657		770455		1684
322		2660		772848		1675
323		2655		775241		1664
324		2646		777634		1682
325		2656		780027		1676
326		2653		782421		1672
327		2661		784816		1678
328		2655		787210		1691
329		2651		789605		1670
330		2652		791998		1680
331		2650		794392		1692
332		2656		796787		1670
333		2642		799182		1686
334		2650		801574		1693
335		2653		803966		1681
336		2651		806359		1691
337		2649		808753		1681
338		2647		811148		1681
339		2634		813541		1676
340		2646		815933		1686
341		2625		818324		1677
342		2639		820717		1683
343		2637		823109		1684
344		2635		825501		1675
345		2637		827894		1680
346		2636		830288		1694
347		2637		832679		1672
348		2641		835073		1687
349		2637		837465		1688
350		2640		839858		1679
351		2636		842252		1684
352		2647		844645		1693
353		2636		847040		1677
354		2632		849434		1692
355		2635		851828		1684
356		2625		854222		1681
357		2640		856616		1680
358		2636		859011		1692
359		2620		861404		1669
360		2640		863797		1675
361		2629		866191		1689
362		2629		868584		1666
363		2641		870975		1671
364		2637		873368		1682
365		2629		875760		1676
366		2631		878153		1689
367		2631		880545		1679
368		2631		882938		1678
369		2621		885333		1677
370		2633		887724		1685
371		2621		890118		1679
372		2626		892512		1678
373		2631		894904		1686
374		2627		897295		1679
375		2633		899687		1679
376		2625		902081		1696
377		2624		904473		1668
378		2624		906864		1682
379		2626		909256		1684
380		2627		911650		1667
381		2624		914044		1675
382		2627		916435		1684
383		2622		918825		1675
384		2621		921219		1676
385		2630		923614		1679
386		2618		926008		1684
387		2621		928401		1682
388		2614		930795		1696
389		2608		933188		1675
390		2618		935580		1680
391		2618		937971		1693
392		2619		940365		1676
393		2623		942758		1688
394		2621		945151		1694
395		2630		947543		1675
396		2614		949935		1704
397		2615		952327		1701
398		2607		954718		1692
399		2608		957113		1689
400		2612		959507		1697
401		2598		961901		1697
402		2605		964293		1689
403		2608		966687		1693
404		2606		969082		1685
405		2603		971477		1682
406		2608		973868		1707
407		2601		976262		1679
408		2608		978657		1692
409		2605		981050		1699
410		2597		983444		1684
411		2593		985835		1699
412		2605		988229		1699
413		2602		990622		1688
414		2599		993016		1699
415		2605		995405		1701
416		2604		997797		1699
417		2597		1000191		1696
418		2609		1002585		1711
419		2598		1004976		1693
420		2603		1007369		1698
421		2598		1009762		1703
422		2598		1012154		1691
423		2598		1014549		1693
424		2593		1016943		1710
425		2598		1019337		1701
426		2599		1021730		1704
427		2595		1024125		1700
428		2595		1026520		1695
429		2598		1028912		1698
430		2606		1031306		1702
431		2599		1033698		1694
432		2595		1036091		1695
433		2599		1038484		1702
434		2589		1040876		1701
435		2601		1043269		1694
436		2598		1045660		1707
437		2589		1048053		1691
438		2594		1050446		1703
439		2587		1052838		1700
440		2590		1055231		1689
441		2588		1057623		1701
442		2583		1060015		1699
443		2584		1062405		1690
444		2581		1064798		1701
445		2585		1067192		1700
446		2590		1069584		1701
447		2583		1071979		1692
448		2590		1074371		1708
449		2573		1076765		1694
450		2579		1079157		1693
451		2577		1081548		1708
452		2574		1083940		1693
453		2580		1086333		1694
454		2579		1088728		1707
455		2576		1091119		1695
456		2581		1093510		1708
457		2571		1095903		1707
458		2582		1098298		1700
459		2568		1100692		1704
460		2578		1103086		1700
461		2570		1105479		1699
462		2570		1107873		1696
463		2574		1110262		1704
464		2567		1112655		1705
465		2574		1115046		1699
466		2570		1117438		1718
467		2566		1119829		1688
468		2578		1122222		1702
469		2566		1124616		1716
470		2573		1127009		1696
471		2570		1129401		1708
472		2567		1131792		1709
473		2571		1134183		1698
474		2563		1136576		1707
475		2564		1138969		1708
476		2569		1141363		1706
477		2559		1143755		1703
478		2569		1146147		1712
479		2551		1148540		1700
480		2577		1150935		1700
481		2564		1153326		1714
482		2564		1155720		1699
483		2571		1158114		1704
484		2564		1160506		1714
485		2563		1162897		1695
486		2571		1165289		1706
487		2555		1167682		1698
488		2566		1170077		1701
489		2554		1172471		1703
490		2563		1174866		1707
491		2555		1177257		1703
492		2567		1179651		1696
493		2558		1182043		1704
494		2558		1184435		1700
495		2556		1186827		1695
496		2561		1189221		1714
497		2547		1191615		1694
498		2572		1194009		1706
499		2545		1196403		1704
500		2561		1198795		1687
501		2552		1201188		1704
502		2545		1203582		1705
503		2546		1205977		1687
504		2550		1208369		1704
505		2541		1210762		1704
506		2544		1213155		1699
507		2543		1215547		1694
